Ref_Frame_Lat_Pos [deg],Ref_Frame_Long_Pos [deg],Ref_Frame_Alt_Pos [m],Drone_Lat_Pos [deg],Drone_Long_Pos [deg],Drone_Alt_Pos [m],de_X_pos [m],dn_Y_pos [m],du_Z_pos [m]
[52.211309],[21.001001],[0.],[52.21166299],[21.00040524],[0.64732609],40.72320751767887,-39.38859543713074,0.6470746831152451
[52.211309],[21.001001],[0.],[52.21141168],[21.00038703],[0.86979705],41.96729781262284,-11.424856461964016,0.8696490326692392
[52.211309],[21.001001],[0.],[52.21166299],[21.00040524],[0.64732609],40.72320751767887,-39.38859543713074,0.6470746831152451
[52.211309],[21.001001],[0.],[52.21141215],[21.00038738],[0.85283776],41.94334389507206,-11.477988825891925,0.8526898081782034
[52.211309],[21.001001],[0.],[52.21166513],[21.00040505],[0.65199722],40.736320435495266,-39.6265548406757,0.6517442552653302
[52.211309],[21.001001],[0.],[52.21141215],[21.00038738],[0.85283776],41.94334389507206,-11.477988825891925,0.8526898081782034
[52.211309],[21.001001],[0.],[52.21166513],[21.00040505],[0.65199722],40.736320435495266,-39.6265548406757,0.6517442552653302
[52.211309],[21.001001],[0.],[52.21141263],[21.00038773],[0.83488005],41.919382114518136,-11.531204411743127,0.8347321549642661
[52.211309],[21.001001],[0.],[52.21166727],[21.00040485],[0.65566186],40.74940193370503,-39.86454895620417,0.6554073270077315
[52.211309],[21.001001],[0.],[52.21166727],[21.00040485],[0.65566186],40.74940193370503,-39.86454895620417,0.6554073270077315
[52.211309],[21.001001],[0.],[52.21141311],[21.00038808],[0.81591647],41.895417832617646,-11.584501601444705,0.8157686401075827
[52.211309],[21.001001],[0.],[52.2116694],[21.00040466],[0.65831973],40.7624519057805,-40.1025774794307,0.658063621738544
[52.211309],[21.001001],[0.],[52.2116694],[21.00040466],[0.65831973],40.7624519057805,-40.1025774794307,0.658063621738544
[52.211309],[21.001001],[0.],[52.21141359],[21.00038844],[0.79593958],41.87145589533443,-11.63787769185684,0.795791805548089
[52.211309],[21.001001],[0.],[52.21167154],[21.00040447],[0.65997059],40.77547021888754,-40.340640096160655,0.6597128945191063
[52.211309],[21.001001],[0.],[52.21141399],[21.00038921],[0.7665802],41.81827297280291,-11.682359904748717,0.7664326888713023
[52.211309],[21.001001],[0.],[52.21167382],[21.00040469],[0.66317494],40.760630026304604,-40.59369791601401,0.6629157360583354
[52.211309],[21.001001],[0.],[52.21141395],[21.0003926],[0.69173886],41.58707301922248,-11.67728134832866,0.6915928740629373
[52.211309],[21.001001],[0.],[52.21141395],[21.0003926],[0.69173886],41.58707301922248,-11.67728134832866,0.6915928740629373
[52.211309],[21.001001],[0.],[52.21167693],[21.00040732],[0.68233495],40.58068244702585,-40.939643459246234,0.6820746733051509
[52.211309],[21.001001],[0.],[52.2114135],[21.00039895],[0.57923623],41.15274274939664,-11.627715990342782,0.5790931423198474
[52.211309],[21.001001],[0.],[52.21168103],[21.00041257],[0.72264851],40.22187996302519,-41.395933702396476,0.7223875563287598
[52.211309],[21.001001],[0.],[52.21141277],[21.00040834],[0.44205218],40.51096568248718,-11.546674915256116,0.44191334242792196
[52.211309],[21.001001],[0.],[52.21168619],[21.00042036],[0.7870451],39.68962992277292,-41.97030338836899,0.7867837219828527
[52.211309],[21.001001],[0.],[52.21168619],[21.00042036],[0.7870451],39.68962992277292,-41.97030338836899,0.7867837219828527
[52.211309],[21.001001],[0.],[52.21141279],[21.00041841],[0.45220234],39.8225064106558,-11.549102411048262,0.4520678177555507
[52.211309],[21.001001],[0.],[52.21169248],[21.0004306],[0.87772647],38.989756712311504,-42.67042692578742,0.8774647515577431
[52.211309],[21.001001],[0.],[52.21141293],[21.00043146],[0.45297073],38.93029444635027,-11.564235721153603,0.45284168213203807
[52.211309],[21.001001],[0.],[52.21169997],[21.0004432],[0.99615042],38.1284596155156,-43.503862943707446,0.9958882601637536
[52.211309],[21.001001],[0.],[52.21141293],[21.00043146],[0.45297073],38.93029444635027,-11.564235721153603,0.45284168213203807
[52.211309],[21.001001],[0.],[52.21169997],[21.0004432],[0.99615042],38.1284596155156,-43.503862943707446,0.9958882601637536
[52.211309],[21.001001],[0.],[52.21141317],[21.00044727],[0.45393605],37.84978038177625,-11.591310200999072,0.45381343694599946
[52.211309],[21.001001],[0.],[52.21170873],[21.00045806],[1.14302003],37.11226801179107,-44.47799949488792,1.1427571344063439
[52.211309],[21.001001],[0.],[52.21141317],[21.00044727],[0.45393605],37.84978038177625,-11.591310200999072,0.45381343694599946
[52.211309],[21.001001],[0.],[52.21170873],[21.00045806],[1.14302003],37.11226801179107,-44.47799949488792,1.1427571344063439
[52.211309],[21.001001],[0.],[52.21141349],[21.0004657],[0.45437427],36.590377089665,-11.626952578072537,0.4542589286486774
[52.211309],[21.001001],[0.],[52.21171881],[21.0004751],[1.31827841],35.9479941619333,-45.60000043491085,1.3180142397588739
[52.211309],[21.001001],[0.],[52.21171881],[21.0004751],[1.31827841],35.9479941619333,-45.60000043491085,1.3180142397588739
[52.211309],[21.001001],[0.],[52.21141392],[21.00048653],[0.45286928],35.166300442690485,-11.674552087462178,0.4527618462661131
[52.211309],[21.001001],[0.],[52.21173028],[21.00049419],[1.52110888],34.64268392156315,-46.87675342728665,1.520842660951186
[52.211309],[21.001001],[0.],[52.21173028],[21.00049419],[1.52110888],34.64268392156315,-46.87675342728665,1.520842660951186
[52.211309],[21.001001],[0.],[52.21141448],[21.00050948],[0.44622598],33.597371131206245,-11.7369803042364,0.4461268723458326
[52.211309],[21.001001],[0.],[52.21174321],[21.00051525],[1.74994077],33.20356573677031,-48.3148199085994,1.7496714548768777
[52.211309],[21.001001],[0.],[52.21141516],[21.00053395],[0.4308632],31.924716378013176,-11.812354780312637,0.4307725251905897
[52.211309],[21.001001],[0.],[52.21175742],[21.0005379],[1.99918777],31.655390207636867,-49.89592246725124,1.9989141266507258
[52.211309],[21.001001],[0.],[52.21141587],[21.00055869],[0.40849071],30.23383172671638,-11.891358474435538,0.4084081161683342
[52.211309],[21.001001],[0.],[52.21141587],[21.00055869],[0.40849071],30.23383172671638,-11.891358474435538,0.4084081161683342
[52.211309],[21.001001],[0.],[52.21177185],[21.0005608],[2.25073233],30.08970804602343,-51.501391603628456,2.2504534822877624
[52.211309],[21.001001],[0.],[52.21141661],[21.00058353],[0.37906051],28.53601379444747,-11.97369138949617,0.378985563684415
[52.211309],[21.001001],[0.],[52.21178635],[21.00058378],[2.50211922],28.518703309520447,-53.11535258345655,2.501834332049969
[52.211309],[21.001001],[0.],[52.21141738],[21.00060845],[0.34145238],26.83230483881215,-12.059118770714248,0.3413846531159838
[52.211309],[21.001001],[0.],[52.21180093],[21.00060684],[2.75313909],26.942727841874763,-54.738032953806474,2.7528473185069533
[52.211309],[21.001001],[0.],[52.21180093],[21.00060684],[2.75313909],26.942727841874763,-54.738032953806474,2.7528473185069533
[52.211309],[21.001001],[0.],[52.21141817],[21.00063345],[0.29471129],25.12383824545481,-12.14719026893975,0.29465034384608874
[52.211309],[21.001001],[0.],[52.2118156],[21.00062996],[3.00355202],25.362129389653983,-56.369635100576716,3.003252493382479
[52.211309],[21.001001],[0.],[52.21141898],[21.00065849],[0.23808157],23.411800415620448,-12.237255480901723,0.23802694533386137
[52.211309],[21.001001],[0.],[52.21183034],[21.00065315],[3.25308923],23.777249152275978,-58.01033465241239,3.2527810750105868
[52.211309],[21.001001],[0.],[52.21141898],[21.00065849],[0.23808157],23.411800415620448,-12.237255480901723,0.23802694533386137
[52.211309],[21.001001],[0.],[52.21183034],[21.00065315],[3.25308923],23.777249152275978,-58.01033465241239,3.2527810750105868
[52.211309],[21.001001],[0.],[52.2114198],[21.00068357],[0.17103251],21.697389749490174,-12.328486386287638,0.17098376034075996
[52.211309],[21.001001],[0.],[52.21184517],[21.00067639],[3.50145506],22.188419312256844,-59.660279177650246,3.501137391121294
[52.211309],[21.001001],[0.],[52.21184517],[21.00067639],[3.50145506],22.188419312256844,-59.660279177650246,3.501137391121294
[52.211309],[21.001001],[0.],[52.2114198],[21.00068357],[0.17103251],21.697389749490174,-12.328486386287638,0.17098376034075996
[52.211309],[21.001001],[0.],[52.21142051],[21.00070822],[0.12405277],20.01269576964135,-12.408014566578979,0.1240093656090458
[52.211309],[21.001001],[0.],[52.21186008],[21.00069969],[3.74832911],20.595960623290775,-61.31958710987831,3.7480010311701233
[52.211309],[21.001001],[0.],[52.21142032],[21.00073099],[0.19686645],18.456328565076323,-12.386446423524806,0.19682777070754998
[52.211309],[21.001001],[0.],[52.21187506],[21.00072303],[3.99358521],19.000834163305296,-62.9863596707764,3.993245826385424
[52.211309],[21.001001],[0.],[52.21142015],[21.00075384],[0.26292742],16.89451593433643,-12.367719386372025,0.2628930920523266
[52.211309],[21.001001],[0.],[52.21189005],[21.00074637],[4.23778182],17.40547580596137,-64.65372667024502,4.237430282776563
[52.211309],[21.001001],[0.],[52.21141998],[21.00077669],[0.32815713],15.332525192543011,-12.348905912362191,0.3281267803336293
[52.211309],[21.001001],[0.],[52.21190503],[21.00076971],[4.48097394],15.810078037470884,-66.32112150084507,4.480609422071711
[52.211309],[21.001001],[0.],[52.21141981],[21.00079954],[0.39253651],13.770328741522725,-12.33004106417186,0.3925097526121732
[52.211309],[21.001001],[0.],[52.21141981],[21.00079954],[0.39253651],13.770328741522725,-12.33004106417186,0.3925097526121732
[52.211309],[21.001001],[0.],[52.21192002],[21.00079305],[4.72316195],14.21464062091489,-67.98854415665727,4.722783616749391
[52.211309],[21.001001],[0.],[52.21141964],[21.0008224],[0.45603969],12.207907004202053,-12.311160295140859,0.45601614774031396
[52.211309],[21.001001],[0.],[52.211935],[21.00081639],[4.96434623],12.619163337419376,-69.65599466998341,4.963953247669341
[52.211309],[21.001001],[0.],[52.21141947],[21.00084526],[0.5186358],10.645248469378279,-12.292298541163342,0.5186150884358389
[52.211309],[21.001001],[0.],[52.21194999],[21.00083973],[5.20452717],11.023645991155593,-71.32347310214483,5.204118699415978
[52.211309],[21.001001],[0.],[52.21194999],[21.00083973],[5.20452717],11.023645991155593,-71.32347310214483,5.204118699415978
[52.211309],[21.001001],[0.],[52.2114193],[21.00086813],[0.58028999],9.082350150433454,-12.273488789508088,0.580271722512556
[52.211309],[21.001001],[0.],[52.21196497],[21.00086307],[5.44370516],9.428088408252986,-72.99097954560584,5.443280369611585
[52.211309],[21.001001],[0.],[52.21141913],[21.000891],[0.64096513],7.519217571414289,-12.25476091448372,0.6409489318698609
[52.211309],[21.001001],[0.],[52.21197996],[21.00088641],[5.6818806],7.832490443104036,-74.65851412114263,5.681438651221193
[52.211309],[21.001001],[0.],[52.21197996],[21.00088641],[5.6818806],7.832490443104036,-74.65851412114263,5.681438651221193
[52.211309],[21.001001],[0.],[52.21141913],[21.000891],[0.64096513],7.519217571414289,-12.25476091448372,0.6409489318698609
[52.211309],[21.001001],[0.],[52.21141897],[21.00091387],[0.70062311],5.955864573758385,-12.23614053363119,0.7006085944475609
[52.211309],[21.001001],[0.],[52.21199495],[21.00090976],[5.91905388],6.236851977711984,-76.32607696156359,5.918593948385264
[52.211309],[21.001001],[0.],[52.21199495],[21.00090976],[5.91905388],6.236851977711984,-76.32607696156359,5.918593948385264
[52.211309],[21.001001],[0.],[52.21141897],[21.00091387],[0.70062311],5.955864573758385,-12.23614053363119,0.7006085944475609
[52.211309],[21.001001],[0.],[52.2114188],[21.00093674],[0.75922628],4.392312776916155,-12.217648008309094,0.7592130687664531
[52.211309],[21.001001],[0.],[52.21200993],[21.0009331],[6.1552254],4.641172910820584,-77.99366827045772,6.1547466373034485
[52.211309],[21.001001],[0.],[52.21141864],[21.00095962],[0.81673896],2.8285907591771537,-12.199297623353905,0.8167266654293641
[52.211309],[21.001001],[0.],[52.21202492],[21.00095645],[6.39039553],3.0454531803068776,-79.66128823654954,6.389897113733023
[52.211309],[21.001001],[0.],[52.21141847],[21.0009825],[0.87312869],1.2647328371712887,-12.18109730184284,0.8731169267675822
[52.211309],[21.001001],[0.],[52.21203991],[21.00097979],[6.62456465],1.449692746658345,-81.32893709103199,6.624045738971522
[52.211309],[21.001001],[0.],[52.21141831],[21.00100538],[0.92836763],-0.29922204201175345,-12.163047822264385,0.9283560229017734
[52.211309],[21.001001],[0.],[52.21205489],[21.00100314],[6.85773313],-0.14610839506974177,-82.9966150721757,6.857192887354626
[52.211309],[21.001001],[0.],[52.21141815],[21.00102826],[0.9824335],-1.8632319972145706,-12.145143255950265,0.9824216588544107
[52.211309],[21.001001],[0.],[52.21141815],[21.00102826],[0.9824335],-1.8632319972145706,-12.145143255950265,0.9824216588544107
[52.211309],[21.001001],[0.],[52.21206988],[21.00102648],[7.08990131],-1.7419502263420774,-84.66432244868716,7.0893389015523915
[52.211309],[21.001001],[0.],[52.21141799],[21.00105114],[1.03531044],-3.4272537387230995,-12.127371013085725,1.0352979909737823
[52.211309],[21.001001],[0.],[52.21208487],[21.00104983],[7.32106952],-3.3378326984037154,-86.33205950059761,7.320484108401996
[52.211309],[21.001001],[0.],[52.21141783],[21.00107402],[1.08698966],-4.991244237698919,-12.109712346669815,1.086976210872621
[52.211309],[21.001001],[0.],[52.21209986],[21.00107318],[7.55123807],-4.933755734454144,-87.9998265270492,7.550628823564256
[52.211309],[21.001001],[0.],[52.21209986],[21.00107318],[7.55123807],-4.933755734454144,-87.9998265270492,7.550628823564256
[52.211309],[21.001001],[0.],[52.21141767],[21.0010969],[1.1374697],-6.555162374306461,-12.092143097835708,1.1374548667308857
[52.211309],[21.001001],[0.],[52.21211485],[21.00109653],[7.78040725],-6.529719230299505,-89.6676238321388,7.779773336622681
[52.211309],[21.001001],[0.],[52.21141752],[21.00111978],[1.18675649],-8.118970490835865,-12.074634624490963,1.1867399014738442
[52.211309],[21.001001],[0.],[52.21212984],[21.00111987],[8.00857732],-8.12572305717897,-91.33545175393856,8.007917895250593
[52.211309],[21.001001],[0.],[52.21141752],[21.00111978],[1.18675649],-8.118970490835865,-12.074634624490963,1.1867399014738442
[52.211309],[21.001001],[0.],[52.21212984],[21.00111987],[8.00857732],-8.12572305717897,-91.33545175393856,8.007917895250593
[52.211309],[21.001001],[0.],[52.21141736],[21.00114265],[1.23486317],-9.68263582155975,-12.057154915401403,1.2348444320400522
[52.211309],[21.001001],[0.],[52.21214483],[21.00114322],[8.23574851],-9.721767058068695,-93.00331061070189,8.235062748052744
[52.211309],[21.001001],[0.],[52.21141736],[21.00114265],[1.23486317],-9.68263582155975,-12.057154915401403,1.2348444320400522
[52.211309],[21.001001],[0.],[52.21214483],[21.00114322],[8.23574851],-9.721767058068695,-93.00331061070189,8.235062748052744
[52.211309],[21.001001],[0.],[52.2114172],[21.00116553],[1.28180944],-11.246131751930415,-12.039669780008563,1.281788182195406
[52.211309],[21.001001],[0.],[52.21215981],[21.00116657],[8.46192103],-11.317851054421585,-94.67120074120929,8.461208096135993
[52.211309],[21.001001],[0.],[52.2114172],[21.00116553],[1.28180944],-11.246131751930415,-12.039669780008563,1.281788182195406
[52.211309],[21.001001],[0.],[52.21141704],[21.0011884],[1.32762097],-12.809438970382669,-12.022144130260385,1.3275967998614109
[52.211309],[21.001001],[0.],[52.2121748],[21.00118992],[8.68709507],-12.913974842688706,-96.33912248707274,8.686354120117933
[52.211309],[21.001001],[0.],[52.21141704],[21.0011884],[1.32762097],-12.809438970382669,-12.022144130260385,1.3275967998614109
[52.211309],[21.001001],[0.],[52.21141689],[21.00121127],[1.37232823],-14.37254582226637,-12.004543481863308,1.3723007711804849
[52.211309],[21.001001],[0.],[52.21218979],[21.00121327],[8.91127076],-14.510138201928596,-98.00707618495014,8.910500964294537
[52.211309],[21.001001],[0.],[52.21141673],[21.00123413],[1.41596544],-15.935448995976687,-11.986835107998278,1.4159343094348844
[52.211309],[21.001001],[0.],[52.21220478],[21.00123663],[9.13444822],-16.106340888372085,-99.67506217857803,9.133648741296629
[52.211309],[21.001001],[0.],[52.21141657],[21.00125699],[1.45856923],-17.49815357600674,-11.96898931194985,1.4585340465257697
[52.211309],[21.001001],[0.],[52.21141657],[21.00125699],[1.45856923],-17.49815357600674,-11.96898931194985,1.4585340465257697
[52.211309],[21.001001],[0.],[52.21221978],[21.00125998],[9.35662753],-17.702582643248927,-101.34308079966074,9.355797534884147
[52.211309],[21.001001],[0.],[52.2114164],[21.00127985],[1.50017726],-19.060672827944227,-11.95098054826512,1.5001376397029453
[52.211309],[21.001001],[0.],[52.21223477],[21.00128333],[9.57780874],-19.298863192570465,-103.01113237353309,9.576947390632863
[52.211309],[21.001001],[0.],[52.21141624],[21.00130271],[1.54082679],-20.62302768149661,-11.932788380410392,1.540782351287864
[52.211309],[21.001001],[0.],[52.21224976],[21.00130668],[9.79799187],-20.895182247999216,-104.67921721986804,9.79709832524763
[52.211309],[21.001001],[0.],[52.21224976],[21.00130668],[9.79799187],-20.895182247999216,-104.67921721986804,9.79709832524763
[52.211309],[21.001001],[0.],[52.21141608],[21.00132556],[1.58055319],-22.18524600220215,-11.914398223255827,1.580503557618029
[52.211309],[21.001001],[0.],[52.21226475],[21.00133004],[10.01717689],-22.491539511197054,-106.34733564418319,10.016250320043255
[52.211309],[21.001001],[0.],[52.21141591],[21.00134842],[1.61938888],-23.74736131984856,-11.895802039555981,1.619333669639164
[52.211309],[21.001001],[0.],[52.21227974],[21.00135339],[10.23536376],-24.087934675129652,-108.01548794137972,10.234403326532426
[52.211309],[21.001001],[0.],[52.21141591],[21.00134842],[1.61938888],-23.74736131984856,-11.895802039555981,1.619333669639164
[52.211309],[21.001001],[0.],[52.21227974],[21.00135339],[10.23536376],-24.087934675129652,-108.01548794137972,10.234403326532426
[52.211309],[21.001001],[0.],[52.21141574],[21.00137127],[1.65736174],-25.30941180625598,-11.876998298894843,1.657300567349265
[52.211309],[21.001001],[0.],[52.21229473],[21.00137675],[10.45255238],-25.684367428414664,-109.68367438512546,10.45155725525001
[52.211309],[21.001001],[0.],[52.21141574],[21.00137127],[1.65736174],-25.30941180625598,-11.876998298894843,1.657300567349265
[52.211309],[21.001001],[0.],[52.21229473],[21.00137675],[10.45255238],-25.684367428414664,-109.68367438512546,10.45155725525001
[52.211309],[21.001001],[0.],[52.21141557],[21.00139412],[1.69449429],-26.87143870737578,-11.857992382554672,1.6944267718530979
[52.211309],[21.001001],[0.],[52.21230973],[21.0014001],[10.66874265],-27.28083745336501,-111.35189523493284,10.667711991585469
[52.211309],[21.001001],[0.],[52.2114154],[21.00141697],[1.73080277],-28.433484795171204,-11.838796202011784,1.7307285354639863
[52.211309],[21.001001],[0.],[52.21232472],[21.00142346],[10.88393442],-28.87734443316339,-113.0201507326199,10.882867389263652
[52.211309],[21.001001],[0.],[52.21141522],[21.00143983],[1.76629659],-29.995592751449166,-11.819427774966751,1.766215251251909
[52.211309],[21.001001],[0.],[52.21233971],[21.00144681],[11.09812751],-30.473888052079648,-114.6884410938166,11.097023270344964
[52.211309],[21.001001],[0.],[52.21141505],[21.00146268],[1.80097792],-31.557803565386152,-11.79991055222847,1.8008890898370562
[52.211309],[21.001001],[0.],[52.2123547],[21.00147017],[11.31132171],-32.07046799721005,-116.3567665171663,11.310179432675818
[52.211309],[21.001001],[0.],[52.21141487],[21.00148554],[1.8348416],-33.12015498779309,-11.780272530134413,1.8347449081320208
[52.211309],[21.001001],[0.],[52.21141487],[21.00148554],[1.8348416],-33.12015498779309,-11.780272530134413,1.8347449081320208
[52.211309],[21.001001],[0.],[52.2123697],[21.00149353],[11.5235168],-33.66708395999913,-118.02512717158528,11.52233564336961
[52.211309],[21.001001],[0.],[52.21141469],[21.0015084],[1.86787538],-34.68268009407859,-11.760545191682903,1.8677704291008301
[52.211309],[21.001001],[0.],[52.21238469],[21.00151689],[11.73471256],-35.26373561732487,-119.69352320121702,11.733491680716282
[52.211309],[21.001001],[0.],[52.21141452],[21.00153126],[1.90006029],-36.24540602808779,-11.740762309643728,1.8999467102292964
[52.211309],[21.001001],[0.],[52.21239969],[21.00154024],[11.94490861],-36.860422743247845,-121.36195472897232,11.943647181444765
[52.211309],[21.001001],[0.],[52.21239969],[21.00154024],[11.94490861],-36.860422743247845,-121.36195472897232,11.943647181444765
[52.211309],[21.001001],[0.],[52.21141434],[21.00155412],[1.93137147],-37.80835297290694,-11.720958668271042,1.9312488671783747
[52.211309],[21.001001],[0.],[52.21241468],[21.0015636],[12.15410474],-38.4571450050799,-123.03042184874143,12.15280192570896
[52.211309],[21.001001],[0.],[52.21141416],[21.00157699],[1.9617789],-39.371533301890814,-11.701168615850357,1.9616468952270834
[52.211309],[21.001001],[0.],[52.21242968],[21.00158696],[12.36230062],-40.053902150574764,-124.6989246253958,12.36095558097304
[52.211309],[21.001001],[0.],[52.21141416],[21.00157699],[1.9617789],-39.371533301890814,-11.701168615850357,1.9616468952270834
[52.211309],[21.001001],[0.],[52.21242968],[21.00158696],[12.36230062],-40.053902150574764,-124.6989246253958,12.36095558097304
[52.211309],[21.001001],[0.],[52.21141398],[21.00159986],[1.99124909],-40.93495142994692,-11.681425268424867,1.9911072981676343
[52.211309],[21.001001],[0.],[52.21244467],[21.00161032],[12.56949591],-41.65069393205169,-126.36746309974197,12.56810781283916
[52.211309],[21.001001],[0.],[52.21141398],[21.00159986],[1.99124909],-40.93495142994692,-11.681425268424867,1.9911072981676343
[52.211309],[21.001001],[0.],[52.21244467],[21.00161032],[12.56949591],-41.65069393205169,-126.36746309974197,12.56810781283916
[52.211309],[21.001001],[0.],[52.21141381],[21.00162274],[2.0197456],-42.49860321000294,-11.66175861500743,2.0195936433908774
[52.211309],[21.001001],[0.],[52.21245967],[21.00163368],[12.77569027],-43.24752011726591,-128.03603728356677,12.774258280390907
[52.211309],[21.001001],[0.],[52.21141363],[21.00164562],[2.04723083],-44.062476280616245,-11.642194672464885,2.0470683174389226
[52.211309],[21.001001],[0.],[52.21247466],[21.00165704],[12.98088336],-44.84438049375684,-129.70464715751407,12.979406628742737
[52.211309],[21.001001],[0.],[52.21141346],[21.0016685],[2.07366738],-45.626550527282724,-11.622754483267459,2.0734939341733925
[52.211309],[21.001001],[0.],[52.21248966],[21.0016804],[13.18507479],-46.44127486884815,-131.37329268170174,13.183552493696393
[52.211309],[21.001001],[0.],[52.21141328],[21.00169139],[2.09901953],-47.19079880549813,-11.603453251257612,2.0988347559793197
[52.211309],[21.001001],[0.],[52.21250466],[21.00170377],[13.38826421],-48.0382030720391,-133.04197378581222,13.386695508260356
[52.211309],[21.001001],[0.],[52.21141311],[21.00171427],[2.12325444],-48.75518807101991,-11.584299916255397,2.1230579640898046
[52.211309],[21.001001],[0.],[52.21251965],[21.00172713],[13.59045125],-49.63516495478724,-134.71069037546275,13.588835300787077
[52.211309],[21.001001],[0.],[52.21141311],[21.00171427],[2.12325444],-48.75518807101991,-11.584299916255397,2.1230579640898046
[52.211309],[21.001001],[0.],[52.21141294],[21.00173716],[2.14634366],-50.319680432726756,-11.565296512780478,2.1461350881661745
[52.211309],[21.001001],[0.],[52.21253465],[21.00175049],[13.79163553],-51.23216039311721,-136.37944232795863,13.78997149962966
[52.211309],[21.001001],[0.],[52.21141277],[21.00176005],[2.16826397],-51.884234776827334,-11.546438371767506,2.168042921780355
[52.211309],[21.001001],[0.],[52.21254965],[21.00177385],[13.99181668],-52.829189285229276,-138.04822949866306,13.990103736867043
[52.211309],[21.001001],[0.],[52.21254965],[21.00177385],[13.99181668],-52.829189285229276,-138.04822949866306,13.990103736867043
[52.211309],[21.001001],[0.],[52.2114126],[21.00178294],[2.1889984],-53.44880825410035,-11.527714146035287,2.188764501226268
[52.211309],[21.001001],[0.],[52.21256465],[21.00179722],[14.19099435],-54.42625156541362,-139.71705172382852,14.189231646441183
[52.211309],[21.001001],[0.],[52.21141244],[21.00180583],[2.20853688],-55.013357928020554,-11.509106265391956,2.208289737874879
[52.211309],[21.001001],[0.],[52.21257965],[21.00182058],[14.38916816],-56.02334717317795,-141.38590880997967,14.38735486788281
[52.211309],[21.001001],[0.],[52.21257965],[21.00182058],[14.38916816],-56.02334717317795,-141.38590880997967,14.38735486788281
[52.211309],[21.001001],[0.],[52.21141244],[21.00180583],[2.20853688],-55.013357928020554,-11.509106265391956,2.208289737874879
[52.211309],[21.001001],[0.],[52.21141227],[21.00182871],[2.22687658],-56.57784242093223,-11.490591594878463,2.2266158158331986
[52.211309],[21.001001],[0.],[52.21259464],[21.00184395],[14.58633778],-57.62047608042377,-143.05480054665352,14.584473061212108
[52.211309],[21.001001],[0.],[52.21141227],[21.00182871],[2.22687658],-56.57784242093223,-11.490591594878463,2.2266158158331986
[52.211309],[21.001001],[0.],[52.21259464],[21.00184395],[14.58633778],-57.62047608042377,-143.05480054665352,14.584473061212108
[52.211309],[21.001001],[0.],[52.2114121],[21.0018516],[2.24402208],-58.14222350783414,-11.47214232163226,2.2437472999596166
[52.211309],[21.001001],[0.],[52.21260964],[21.00186731],[14.78250287],-59.21763829144654,-144.72372670639973,14.780585885518283
[52.211309],[21.001001],[0.],[52.2114121],[21.0018516],[2.24402208],-58.14222350783414,-11.47214232163226,2.2437472999596166
[52.211309],[21.001001],[0.],[52.21141194],[21.00187449],[2.25998513],-59.70646757711913,-11.45372703002707,2.2596959700689796
[52.211309],[21.001001],[0.],[52.21141194],[21.00187449],[2.25998513],-59.70646757711913,-11.45372703002707,2.2596959700689796
[52.211309],[21.001001],[0.],[52.21262464],[21.00189068],[14.97766311],-60.81483383489132,-146.39268704265658,14.975693019448741
[52.211309],[21.001001],[0.],[52.21141177],[21.00189737],[2.27478426],-61.270546848697386,-11.43531192332976,2.2744803245180885
[52.211309],[21.001001],[0.],[52.21263964],[21.00191404],[15.17181819],-62.41206276027426,-148.06168129470598,15.169794160277704
[52.211309],[21.001001],[0.],[52.21141161],[21.00192025],[2.28844406],-62.83444053038133,-11.416862078622783,2.288124975756556
[52.211309],[21.001001],[0.],[52.21265464],[21.00193741],[15.36496782],-64.0093251449398,-149.73070918838124,15.362889015524196
[52.211309],[21.001001],[0.],[52.21141144],[21.00194312],[2.30099422],-64.39813558860305,-11.398342763309342,2.3006596100207983
[52.211309],[21.001001],[0.],[52.21141144],[21.00194312],[2.30099422],-64.39813558860305,-11.398342763309342,2.3006596100207983
[52.211309],[21.001001],[0.],[52.21266964],[21.00196078],[15.55711174],-65.6066210873207,-151.39977043535885,15.554977322509902
[52.211309],[21.001001],[0.],[52.21141127],[21.001966],[2.31246844],-65.96162723759801,-11.379720811076812,2.312117911639461
[52.211309],[21.001001],[0.],[52.21268464],[21.00198414],[15.7482497],-67.20395071106921,-153.0688647409444,15.74605883718304
[52.211309],[21.001001],[0.],[52.21141111],[21.00198887],[2.32290306],-67.524919127271,-11.360965866211119,2.322536240541088
[52.211309],[21.001001],[0.],[52.21269964],[21.00200751],[15.93838149],-68.80131416179562,-154.7379917991182,15.936133334118516
[52.211309],[21.001001],[0.],[52.21269964],[21.00200751],[15.93838149],-68.80131416179562,-154.7379917991182,15.936133334118516
[52.211309],[21.001001],[0.],[52.21141094],[21.00201173],[2.33233574],-69.08802320191512,-11.342051551472002,2.3319522548172045
[52.211309],[21.001001],[0.],[52.21271464],[21.00203088],[16.1275069],-70.39871160554647,-156.40715130102845,16.125200616762243
[52.211309],[21.001001],[0.],[52.21141076],[21.0020346],[2.34080401],-70.65095924326224,-11.322956478131665,2.3404034699594605
[52.211309],[21.001001],[0.],[52.21272965],[21.00205425],[16.31562576],-71.99614322858727,-158.07634293499146,16.313260516499817
[52.211309],[21.001001],[0.],[52.21272965],[21.00205425],[16.31562576],-71.99614322858727,-158.07634293499146,16.313260516499817
[52.211309],[21.001001],[0.],[52.21141076],[21.0020346],[2.34080401],-70.65095924326224,-11.322956478131665,2.3404034699594605
